custom/total_reward,custom/total_distance,custom/routes_completed,custom/avg_speed,custom/mean_reward,custom/avg_center_dev,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/std,train/clip_fraction,train/value_loss,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/loss,train/explained_variance,train/entropy_loss,train/approx_kl
[-10.],9.389621272683144,0.015822784810126583,[2.3837415],[-0.23255814],0.17826968858989534,,,,,,,,,,,,,,,,,
[0.19371979],3.866626039147377,0.004770992366412214,[2.50325432],[0.01019578],0.08662317534398215,,,,,,,,,,,,,,,,,
[-9.99871281],1.5421551764011383,0.0035149384885764497,[2.38119043],[-1.42838754],0.2792344358655897,,,,,,,,,,,,,,,,,
[0.15278984],1.5414241664111614,0.00322061191626409,[1.31005112],[0.01091356],0.09563460252230002,,,,,,,,,,,,,,,,,
[0.24588701],3.1363823413848877,0.005188067444876783,[2.70490758],[0.01756336],0.09322410899652042,,,,,,,,,,,,,,,,,
[0.06415886],6.3150682002305984,0.018404907975460124,[3.21799946],[0.00291631],0.2380258121578022,,,,,,,,,,,,,,,,,
[0.00246694],1.0260140001773834,0.0012239902080783353,[1.97928376],[0.00049339],0.22632928871803076,,,,,,,,,,,,,,,,,
[0.00782104],1.210130199790001,0.0022123893805309734,[1.70514492],[0.00111729],0.24423892672436667,,,,,,,,,,,,,,,,,
[0.],0.9108683466911316,0.003316749585406302,[1.88173623],[0.],0.26451618915363534,,,,,,,,,,,,,,,,,
[0.],4.997702091932297,0.05434782608695652,[2.72284628],[0.],0.08748746931514442,,,,,,,,,,,,,,,,,
-20.0,0.24595439434051514,0.003215434083601286,[0.7836546],-10.0,0.04780825851729218,,,,,,,,,,,,,,,,,
[0.30120913],3.759240247309208,0.010706638115631691,[2.07483386],[0.01369132],0.09664648178251448,,,,,,,,,,,,,,,,,
[-10.],1.1067282855510712,0.004405286343612335,[2.19642049],[-2.5],0.313021509857922,,,,,,,,,,,,,,,,,
[0.10460833],1.0967878140509129,0.005780346820809248,[0.92537318],[0.00804679],0.11133610199336832,,,,,,,,,,,,,,,,,
[-9.80585572],5.524907618761063,0.01507537688442211,[3.42722935],[-0.51609767],0.2832106912549157,,,,,,,,,,,,,,,,,
[0.],1.9778687953948975,0.015873015873015872,[3.02953825],[0.],0.2751375522845143,,,,,,,,,,,,,,,,,
[0.0960983],7.086721241474152,0.00909090909090909,[3.213007],[0.00457611],0.2095031880712327,,,,,,,,,,,,,,,,,
[0.],1.0610528737306595,0.008771929824561403,[1.91367147],[0.],0.31065872162325353,,,,,,,,,,,,,,,,,
[0.34331618],5.554428279399872,0.00860832137733142,[2.20399118],[0.01430484],0.14550154718507172,,,,,,,,,,,,,,,,,
[0.46187114],11.09768569841981,0.0180623973727422,[2.94850381],[0.00942594],0.2628602952971349,,,,,,,,,,,,,,,,,
-20.0,0.2777913808822632,0.009523809523809525,[0.77749194],-10.0,0.03353899040416635,,,,,,,,,,,,,,,,,
[0.0772589],1.2510680742561817,0.00390625,[1.06441027],[0.00594299],0.11815340346299055,,,,,,,,,,,,,,,,,
[0.18528044],11.545517541468143,0.022641509433962263,[3.68896476],[0.00514668],0.22876509309744414,,,,,,,,,,,,,,,,,
[0.23773317],2.7620899379253387,0.0030557677616501145,[2.39527873],[0.02161211],0.09937831232551812,,,,,,,,,,,,,,,,,
[0.19341946],5.90920252352953,0.01125703564727955,[1.37298554],[0.0043959],0.1438888656684773,,,,,,,,,,,,,,,,,
-20.0,0.4180176258087158,0.0012062726176115801,[1.35032812],-10.0,0.04728549675756624,,,,,,,,,,,,,,,,,
,,,,,,7,-3.6260226,76800,15.28,10601,75,,,,,,,,,,,
[0.04438188],1.8259101659059525,0.0020491803278688526,[0.71809806],[0.0026107],0.2176357589901928,,,,,,,1.242325782775879,0.525,1.5417363201733678,0.2,8.537752576e-05,-0.06822985754115507,750,-0.22051773965358734,-0.16110503673553467,-3.275708293914795,0.16528584
[-9.81754917],2.3865870982408524,0.004739336492890996,[1.60343874],[-0.5454194],0.1282605535636371,,,,,,,,,,,,,,,,,
[-9.90780333],1.0356874503195286,0.003952569169960474,[0.7733297],[-0.70770024],0.11589142138419875,,,,,,,,,,,,,,,,,
[0.09046753],5.157047547399998,0.010398613518197574,[2.04629151],[0.00258479],0.18702077488224456,,,,,,,,,,,,,,,,,
[0.],5.209097534418106,0.005411255411255411,[2.81357334],[0.],0.18414720992779895,,,,,,,,,,,,,,,,,
[0.],1.0000256914645433,0.001607717041800643,[0.87800075],[0.],0.09113572757609188,,,,,,,,,,,,,,,,,
[0.01799074],1.9118978381156921,0.0033112582781456954,[2.34140306],[0.00199897],0.2515499155025107,,,,,,,,,,,,,,,,,
-20.0,0.32099804282188416,0.00228310502283105,[1.05117619],-10.0,0.0027233455408701406,,,,,,,,,,,,,,,,,
[0.03262471],2.9164769388735294,0.006349206349206349,[1.82175078],[0.00203904],0.16315480096128918,,,,,,,,,,,,,,,,,
[-9.9776574],3.1845645965076983,0.004291845493562232,[0.57830779],[-0.16911284],0.33566263683693404,,,,,,,,,,,,,,,,,
[-9.97479398],1.725913407630287,0.006369426751592357,[1.16946219],[-0.58675259],0.10882411554749372,,,,,,,,,,,,,,,,,
[0.],3.460452802479267,0.0076481835564053535,[1.68776891],[0.],0.17938985867046026,,,,,,,,,,,,,,,,,
[0.06153338],4.938959956169128,0.03125,[3.09485825],[0.00307667],0.24945537085342698,,,,,,,,,,,,,,,,,
[-9.97441012],2.3307220488786697,0.005208333333333333,[2.13578541],[-0.83120084],0.18617575912440676,,,,,,,,,,,,,,,,,
[0.01572087],1.1798364892601967,0.0031746031746031746,[1.31330538],[0.00157209],0.220303222950625,,,,,,,,,,,,,,,,,
[0.01536705],1.199909247457981,0.0036900369003690036,[1.46320609],[0.00192088],0.19935222820667284,,,,,,,,,,,,,,,,,
[-9.80728134],4.103056573774666,0.0070052539404553416,[1.48319947],[-0.31636391],0.10225064847787443,,,,,,,,,,,,,,,,,
[-9.87176004],3.8333923891186714,0.0066050198150594455,[1.65672916],[-0.35256286],0.20077200787581234,,,,,,,,,,,,,,,,,
[0.],6.42823852901347,0.017766497461928935,[1.83856682],[0.],0.0901482595674723,,,,,,,,,,,,,,,,,
[0.19912111],2.7103643268346786,0.00425531914893617,[1.85150151],[0.01171301],0.11314748947402183,,,,,,,,,,,,,,,,,
[0.08445442],1.8202156946063042,0.004210526315789474,[1.39885778],[0.00496791],0.1094636748630277,,,,,,,,,,,,,,,,,
[-9.9609207],2.278659015893936,0.008241758241758242,[2.60548811],[-1.24511509],0.19334947325603796,,,,,,,,,,,,,,,,,
[0.03161127],4.228086277842522,0.006493506493506494,[1.57959242],[0.00090318],0.11454991351197008,,,,,,,,,,,,,,,,,
[-9.93139623],1.6191940419375896,0.0056657223796034,[1.22849532],[-0.76395356],0.11861032015891365,,,,,,,,,,,,,,,,,
[0.02879437],2.6574328243732452,0.004418262150220913,[2.16835958],[0.00221495],0.2595164234972267,,,,,,,,,,,,,,,,,
[0.],0.5083655714988708,0.00186219739292365,[1.42371344],[0.],0.20952671534294073,,,,,,,,,,,,,,,,,
[-9.93606015],3.0832982638385147,0.00505902192242833,[1.26396427],[-0.39744241],0.13625749362041556,,,,,,,,,,,,,,,,,
[-9.96237738],2.4125418588519096,0.004709576138147566,[1.53305106],[-0.71159838],0.16147865204695636,,,,,,,,,,,,,,,,,
[0.14949549],1.5583857148885727,0.006389776357827476,[2.06262472],[0.0213565],0.13045500946765853,,,,,,,,,,,,,,,,,
[0.],0.882798433303833,0.006493506493506494,[1.85431269],[0.],0.3000279031691856,,,,,,,,,,,,,,,,,
[0.],5.193455263972282,0.012738853503184714,[2.49888429],[0.],0.13409138517603356,,,,,,,,,,,,,,,,,
[0.],1.1625959426164627,0.0018365472910927456,[2.17685818],[0.],0.31084560003749645,,,,,,,,,,,,,,,,,
[-9.85226521],5.7024717554450035,0.013824884792626729,[2.1391087],[-0.32840884],0.1624943724677336,,,,,,,,,,,,,,,,,
[-9.94356026],2.0666208043694496,0.0049504950495049506,[1.51180557],[-0.58491531],0.16286109702653473,,,,,,,,,,,,,,,,,
[0.01631185],3.0419985502958298,0.00686106346483705,[2.43600273],[0.00125476],0.1728510933066308,,,,,,,,,,,,,,,,,
[0.32822253],5.5699624344706535,0.011152416356877323,[2.30699808],[0.01094075],0.2421639039494573,,,,,,,,,,,,,,,,,
[0.06978309],7.312280371785164,0.007590132827324478,[3.23520084],[0.00279132],0.23009052620711798,,,,,,,,,,,,,,,,,
[-10.],0.1765694497153163,0.0020876826722338203,[0.26181631],[-1.42857143],0.010714281558258773,,,,,,,,,,,,,,,,,
[-9.94720798],4.697651460766792,0.007132667617689016,[2.12745784],[-0.4324873],0.17494192776444814,,,,,,,,,,,,,,,,,
[-10.],5.663245975971222,0.016901408450704224,[2.51774447],[-0.41666667],0.24834019501653817,,,,,,,,,,,,,,,,,
[0.03248848],0.8987644030712545,0.0014326647564469914,[0.79245093],[0.00270737],0.10451617587482918,,,,,,,,,,,,,,,,,
[0.],0.696895033121109,0.0017241379310344827,[1.62498523],[0.],0.272540864381762,,,,,,,,,,,,,,,,,
[0.0571706],3.4429709389805794,0.007476635514018692,[1.84984011],[0.00272241],0.13294089309599505,,,,,,,,,,,,,,,,,
[-10.],4.647865891456604,0.019230769230769232,[2.54401591],[-0.5],0.1467132568359375,,,,,,,,,,,,,,,,,
[0.24331992],2.416520982980728,0.005154639175257732,[2.21013418],[0.02027666],0.13127317609376388,,,,,,,,,,,,,,,,,
[-10.],1.0833670049905777,0.0064516129032258064,[2.3870551],[-2.5],0.3082017804811551,,,,,,,,,,,,,,,,,
[0.06187736],6.954136837273836,0.028455284552845527,[2.54487272],[0.00187507],0.17606559703200197,,,,,,,,,,,,,,,,,
[0.01202478],2.254431791603565,0.002938295788442703,[1.47726933],[0.00057261],0.24458391625063886,,,,,,,,,,,,,,,,,
[-10.],12.076396669726819,0.053061224489795916,[1.71844961],[-0.12987013],0.17626240608248792,,,,,,,,,,,,,,,,,
[-9.94236565],1.547782665118575,0.0055248618784530384,[1.25137214],[-0.71016898],0.15254433898901293,,,,,,,,,,,,,,,,,
[0.03265247],1.7271632701158524,0.0025884383088869713,[2.50938707],[0.00466464],0.22062654126867506,,,,,,,,,,,,,,,,,
[0.01017808],1.0479759350419044,0.001658374792703151,[0.98752305],[0.00084817],0.2380964268315865,,,,,,,,,,,,,,,,,
[-10.],0.9801870606606826,0.0026917900403768506,[0.70534406],[-0.71428571],0.12384469168526786,,,,,,,,,,,,,,,,,
[0.12056278],4.104378670454025,0.008064516129032258,[2.28174268],[0.00502345],0.1955307381903257,,,,,,,,,,,,,,,,,
[0.11436801],1.8655789904296398,0.004629629629629629,[1.23930348],[0.00672753],0.10128585434335946,,,,,,,,,,,,,,,,,
[-9.99371326],0.6095893101301044,0.0010183299389002036,[0.19561715],[-0.29393274],0.12708237591911764,,,,,,,,,,,,,,,,,
,,,,,,7,-3.541005910000001,77824,16.66,10734,76,,,,,,,,,,,
[-9.91722823],5.358463446726091,0.0029069767441860465,[0.51486967],[-0.58336637],0.2800250215223459,,,,,,,1.2447805404663086,0.469921875,1.6821299749426544,0.2,8.5190448922624e-05,-0.060919275786727664,760,-0.22559422254562378,-0.17091357707977295,-3.2740104675292967,0.12656511
[0.01123659],1.2558558359742165,0.00375234521575985,[1.3826243],[0.00112366],0.20597672262432637,,,,,,,,,,,,,,,,,
[0.04728531],2.6174137741327286,0.00686106346483705,[2.34320906],[0.00363733],0.1747758216321681,,,,,,,,,,,,,,,,,
[0.43976962],3.1865074560046196,0.007772020725388601,[1.39711111],[0.01691422],0.11212015379317848,,,,,,,,,,,,,,,,,
[0.4355824],4.256885185837746,0.013297872340425532,[2.12065181],[0.0174233],0.0658268253423779,,,,,,,,,,,,,,,,,
[-9.87815892],3.148097649216652,0.008908685968819599,[2.02091259],[-0.70558278],0.17106834112801894,,,,,,,,,,,,,,,,,
[-9.92199677],1.4593128189444542,0.001364256480218281,[1.31271703],[-0.70871405],0.1152373147086287,,,,,,,,,,,,,,,,,
[0.06396489],6.30175356566906,0.009138381201044387,[2.73033397],[0.00290749],0.25681127769256207,,,,,,,,,,,,,,,,,
[0.05466149],2.1407980248332024,0.0051813471502590676,[2.04453089],[0.00546615],0.1343583325448387,,,,,,,,,,,,,,,,,
[-9.94036759],1.4872767925262451,0.003590664272890485,[1.22620206],[-0.82836397],0.13075690962091577,,,,,,,,,,,,,,,,,
[-10.],0.586140900850296,0.02040816326530612,[1.63950211],[-3.33333333],0.28885268648170204,,,,,,,,,,,,,,,,,
[0.01122048],3.273237243294716,0.011461318051575931,[1.50312253],[0.00046752],0.1563299691527697,,,,,,,,,,,,,,,,,
[0.01681681],8.24742030352354,0.014634146341463415,[2.83875628],[0.00054248],0.26917432532554986,,,,,,,,,,,,,,,,,
[0.13341841],1.627388671040535,0.0041928721174004195,[1.89408203],[0.0166773],0.12671056062571287,,,,,,,,,,,,,,,,,
[-9.92131053],4.8430822268128395,0.011337868480725623,[1.51743897],[-0.29180325],0.13472263170574178,,,,,,,,,,,,,,,,,
[0.15250454],1.5153692923486233,0.002285714285714286,[0.73321179],[0.00726212],0.14591879918533723,,,,,,,,,,,,,,,,,
[0.33529231],11.26161352172494,0.016506189821182942,[3.53760356],[0.00906195],0.1761430920727717,,,,,,,,,,,,,,,,,
[0.],1.6010386049747467,0.0025477707006369425,[2.85596493],[0.],0.3059653640961581,,,,,,,,,,,,,,,,,
[-9.86247781],2.7930869106203318,0.00980392156862745,[1.55463709],[-0.42880338],0.11686973494029197,,,,,,,,,,,,,,,,,
[-10.],10.282564118504524,0.024336283185840708,[4.04174674],[-0.34482759],0.22426578745071965,,,,,,,,,,,,,,,,,
[-10.],2.453312650322914,0.01,[2.54498458],[-1.11111111],0.15253507892977458,,,,,,,,,,,,,,,,,
[-9.88707965],1.649687074124813,0.002472187886279357,[1.31543537],[-0.70621997],0.17266846027839397,,,,,,,,,,,,,,,,,
[-9.96711685],5.983742266893387,0.00872093023255814,[3.14778392],[-0.5245851],0.18678140020279252,,,,,,,,,,,,,,,,,
[0.],0.9194426387548447,0.0038095238095238095,[2.19261801],[0.],0.293854320839524,,,,,,,,,,,,,,,,,
[0.],4.75627798307687,0.006666666666666667,[0.68054245],[0.],0.06310111400671019,,,,,,,,,,,,,,,,,
-20.0,0.19375771284103394,0.0015772870662460567,[0.62349199],-10.0,0.008207531584743175,,,,,,,,,,,,,,,,,
[0.09634303],1.470205598976463,0.0036429872495446266,[1.16179271],[0.00566724],0.07927495112224514,,,,,,,,,,,,,,,,,
[0.],1.101007416844368,0.009478672985781991,[1.81445161],[0.],0.2610061430529034,,,,,,,,,,,,,,,,,
[-9.86348484],3.859471909701824,0.005625879043600563,[2.34306724],[-0.51913078],0.19951456146562246,,,,,,,,,,,,,,,,,
[0.29870552],6.10652057826519,0.008207934336525308,[2.79746045],[0.01106317],0.30681780277090454,,,,,,,,,,,,,,,,,
[-9.97702554],1.5039501339197159,0.0022701475595913734,[1.71615769],[-1.10855839],0.23561475360760292,,,,,,,,,,,,,,,,,
[0.05240491],1.2714063078165054,0.05263157894736842,[1.14699192],[0.00436708],0.09365218500985965,,,,,,,,,,,,,,,,,
[0.],0.6966543793678284,0.002680965147453083,[1.92845733],[0.],0.2376459419145088,,,,,,,,,,,,,,,,,
[0.10818282],2.5480096638202667,0.002997002997002997,[1.28216006],[0.0049174],0.12175944784957358,,,,,,,,,,,,,,,,,
[0.00750764],1.2232271432876587,0.0029717682020802376,[1.5831534],[0.00107252],0.24043267159012968,,,,,,,,,,,,,,,,,
[0.0964806],1.6711531654000282,0.0030816640986132513,[1.05491679],[0.00567533],0.09429908495480328,,,,,,,,,,,,,,,,,
[0.10801608],1.9385149478912354,0.002509410288582183,[1.75278394],[0.00900134],0.11971935465330492,,,,,,,,,,,,,,,,,
[-10.],0.12463324517011642,0.002061855670103093,[0.33891871],[-5.],0.03886608234045462,,,,,,,,,,,,,,,,,
[-9.95499293],5.549597356468439,0.009174311926605505,[2.59136013],[-0.39819972],0.1850009191381413,,,,,,,,,,,,,,,,,
[0.62827352],4.282523185014725,0.01984126984126984,[2.92786771],[0.03141368],0.09370824066266922,,,,,,,,,,,,,,,,,
[0.],2.06616547703743,0.0027624309392265192,[2.04767879],[0.],0.1409059121530177,,,,,,,,,,,,,,,,,
[-10.],2.3781731128692627,0.0063025210084033615,[2.71387224],[-1.11111111],0.3861792297612639,,,,,,,,,,,,,,,,,
[0.14426109],1.270504117012024,0.005154639175257732,[1.18098597],[0.01311464],0.14282202258635499,,,,,,,,,,,,,,,,,
[-9.8770643],1.4528562277555466,0.002430133657351154,[1.39409288],[-0.82308869],0.14931742350260416,,,,,,,,,,,,,,,,,
[-9.95987592],2.5840159691870213,0.003658536585365854,[1.63614077],[-0.4979938],0.12775242374191892,,,,,,,,,,,,,,,,,
[0.],1.5566618517041206,0.0032310177705977385,[1.42654294],[0.],0.11027295174690718,,,,,,,,,,,,,,,,,
[-10.],1.2573999166488647,0.0013550135501355014,[1.9290728],[-1.66666667],0.24370384946911805,,,,,,,,,,,,,,,,,
[0.02279115],2.6134708672761917,0.007334963325183374,[2.24468475],[0.00175317],0.19605646447907019,,,,,,,,,,,,,,,,,
[0.01827514],1.2734193801879883,0.0025906735751295338,[1.40323211],[0.00203057],0.1664032931444961,,,,,,,,,,,,,,,,,
[0.01753892],1.301731750369072,0.002793296089385475,[2.06391875],[0.00292315],0.21508332887423612,,,,,,,,,,,,,,,,,
[0.04501089],1.755010038614273,0.002894356005788712,[1.41462879],[0.00346238],0.10827241756232976,,,,,,,,,,,,,,,,,
[0.],0.5822031497955322,0.0018281535648994515,[1.65538049],[0.],0.22046881331516416,,,,,,,,,,,,,,,,,
[0.08407785],2.0487763471901417,0.004694835680751174,[1.25531147],[0.00382172],0.11682153350817881,,,,,,,,,,,,,,,,,
[-9.98138091],3.777294486761093,0.011204481792717087,[2.68459909],[-0.66542539],0.1950701499819988,,,,,,,,,,,,,,,,,
[0.04407937],2.8050715923309326,0.005398110661268556,[1.91013138],[0.00275496],0.19792408953049176,,,,,,,,,,,,,,,,,
[0.09480866],1.118198748677969,0.002072538860103627,[0.96692995],[0.00677205],0.10049748901692086,,,,,,,,,,,,,,,,,
[0.13309849],5.697691768407822,0.013452914798206279,[1.88847562],[0.00380281],0.15912755578079021,,,,,,,,,,,,,,,,,
[0.],1.071020245552063,0.003552397868561279,[2.05811256],[0.],0.3110991926137959,,,,,,,,,,,,,,,,,
[-9.98677329],0.03990805149078369,0.0016666666666666668,[0.08488851],[-1.99735466],0.004469895756145775,,,,,,,,,,,,,,,,,
[-9.87569344],3.530081585049629,0.00597609561752988,[1.9208246],[-0.49378467],0.12752711887787185,,,,,,,,,,,,,,,,,
[0.],1.5821003690361977,0.0033112582781456954,[1.25355017],[0.],0.13825451975525085,,,,,,,,,,,,,,,,,
[0.],2.770149290561676,0.013574660633484163,[1.91388078],[0.],0.31421127914155433,,,,,,,,,,,,,,,,,
[0.41840574],6.941040255129337,0.026402640264026403,[2.02962297],[0.01130826],0.07451252776576242,,,,,,,,,,,,,,,,,
[0.0092793],1.1294438689947128,0.002257336343115124,[1.36362934],[0.00103103],0.20972730973731657,,,,,,,,,,,,,,,,,
-20.0,0.19081784784793854,0.0020242914979757085,[0.65065381],-10.0,0.04984903970702983,,,,,,,,,,,,,,,,,
[0.52290906],2.9094693432562053,0.01107011070110701,[1.70114363],[0.02752153],0.04450183683105681,,,,,,,,,,,,,,,,,
[0.],1.0111038088798523,0.0025412960609911056,[2.44868046],[0.],0.2859179262648739,,,,,,,,,,,,,,,,,
[0.07992388],1.028770498931408,0.0030721966205837174,[1.03030725],[0.00799239],0.1269893022677239,,,,,,,,,,,,,,,,,
[-9.9988456],1.3381526470184326,0.003236245954692557,[1.88324743],[-1.42840651],0.2787407447149743,,,,,,,,,,,,,,,,,
[0.05933745],3.0876797288656235,0.015037593984962405,[1.79860651],[0.00312302],0.10329275618942067,,,,,,,,,,,,,,,,,
,,,,,,7,-3.733063789999999,78848,15.61,10879,77,,,,,,,,,,,
[-9.46985311],9.334561333060265,0.029411764705882353,[2.09238295],[-0.37879412],0.23760276383192366,,,,,,,1.2479019165039062,0.4900390625,1.7761108034756035,0.2,8.5003579703296e-05,-0.06416403943439945,770,-0.20201927423477173,-0.15980756282806396,-3.278798969089985,0.16403797
[0.06229769],1.8605710715055466,0.0038684719535783366,[1.27228388],[0.00389361],0.14155143608081408,,,,,,,,,,,,,,,,,
[0.19302933],3.7510601319372654,0.01272264631043257,[1.67011933],[0.00714923],0.09435227649975941,,,,,,,,,,,,,,,,,
[-9.9686873],2.0429004579782486,0.0055248618784530384,[1.97229772],[-0.83072394],0.2077621014317498,,,,,,,,,,,,,,,,,
[-9.98668633],1.1506268749944866,0.0011198208286674132,[0.15575669],[-0.13315582],0.32446688537876367,,,,,,,,,,,,,,,,,
[0.00067055],0.6588645188021474,0.015625,[0.26841191],[2.91545492e-05],0.07411032746520459,,,,,,,,,,,,,,,,,
[0.2081203],1.6037635374814272,0.004140786749482402,[1.10951732],[0.01156224],0.07058534669160839,,,,,,,,,,,,,,,,,
[-10.],0.7808563262224197,0.003257328990228013,[1.65915075],[-2.5],0.27175685916900005,,,,,,,,,,,,,,,,,
[-10.],4.484531309455633,0.010683760683760684,[2.28886274],[-0.47619048],0.1746114520135915,,,,,,,,,,,,,,,,,
[0.],1.207932636141777,0.0026246719160104987,[2.09985069],[0.],0.2560716220274269,,,,,,,,,,,,,,,,,
[-9.94971817],7.360350037692115,0.014545454545454545,[2.49645067],[-0.33165727],0.1853792383972076,,,,,,,,,,,,,,,,,
[0.03076591],4.235277593135834,0.008032128514056224,[2.54880112],[0.00180976],0.1796953989062144,,,,,,,,,,,,,,,,,
[0.05845752],1.1014340035617352,0.002183406113537118,[1.10738034],[0.00449673],0.11895827946470705,,,,,,,,,,,,,,,,,
[-10.],0.8964454531669617,0.0017953321364452424,[1.60127811],[-2.],0.2977900758746574,,,,,,,,,,,,,,,,,
[0.],4.301715672016144,0.014234875444839857,[1.85668299],[0.],0.20372188985700548,,,,,,,,,,,,,,,,,
[0.05465263],4.125893387943506,0.006265664160401002,[1.70851513],[0.00227719],0.33026177009022634,,,,,,,,,,,,,,,,,
[0.],2.049174338579178,0.0035087719298245615,[2.03731987],[0.],0.12874204021946015,,,,,,,,,,,,,,,,,
[-10.],0.7193672955036163,0.002320185614849188,[1.83907257],[-3.33333333],0.2670993460291918,,,,,,,,,,,,,,,,,
[-9.9895339],1.0054227113723755,0.0017006802721088435,[0.95629807],[-0.90813945],0.14613793809527123,,,,,,,,,,,,,,,,,
[0.],0.5989488661289215,0.0015151515151515152,[1.72547864],[0.],0.22460015073961714,,,,,,,,,,,,,,,,,
[0.0206186],2.4211677219718695,0.005050505050505051,[0.84165934],[0.00057274],0.20347715890957827,,,,,,,,,,,,,,,,,
[0.01530046],1.104753002524376,0.0030721966205837174,[1.23178859],[0.00170005],0.16143345126564854,,,,,,,,,,,,,,,,,
[0.00846472],2.400634750723839,0.006423982869379015,[2.04520432],[0.00070539],0.17252021499759,,,,,,,,,,,,,,,,,
[0.03225714],2.3496183156967163,0.004601226993865031,[2.05043745],[0.0026881],0.2041794429799502,,,,,,,,,,,,,,,,,
[-9.99261809],0.10822117701172829,0.0015772870662460567,[0.29440369],[-3.3308727],0.02826572327335951,,,,,,,,,,,,,,,,,
[-9.97393335],0.8215453301090747,0.002898550724637681,[0.11898009],[-0.13298578],0.07449088256958875,,,,,,,,,,,,,,,,,
[-9.99839774],0.4246385788428597,0.023255813953488372,[0.06438207],[-0.13331197],0.06009335835705181,,,,,,,,,,,,,,,,,
[0.22882005],1.940906673669815,0.0035842293906810036,[1.22839602],[0.01204316],0.09628519260576122,,,,,,,,,,,,,,,,,
[-9.98778979],1.2135792970657349,0.18181818181818182,[1.72259324],[-1.66463163],0.2327361878052141,,,,,,,,,,,,,,,,,
[-9.98765879],1.1794135980308056,0.004291845493562232,[1.23011923],[-0.90796898],0.16390175280563654,,,,,,,,,,,,,,,,,
[0.],0.6176134198904037,0.002793296089385475,[1.68547958],[0.],0.26479388451978153,,,,,,,,,,,,,,,,,
[-9.93458716],1.26220709271729,0.001184834123222749,[0.92213053],[-0.70961337],0.12796346082562304,,,,,,,,,,,,,,,,,
[0.],0.5896368622779846,0.0018552875695732839,[1.64580962],[0.],0.255250738098258,,,,,,,,,,,,,,,,,
[-9.99702844],2.1053607910871506,0.007246376811594203,[1.3912561],[-0.62481428],0.1362208227256624,,,,,,,,,,,,,,,,,
[0.],0.9301752001047134,0.0024390243902439024,[2.01486808],[0.],0.27690633596821473,,,,,,,,,,,,,,,,,
[-9.67173921],2.1488151056109928,0.010638297872340425,[0.3314464],[-0.13622168],0.06298493648517173,,,,,,,,,,,,,,,,,
[0.04657831],0.900586329982616,0.0009208103130755065,[0.68305117],[0.00332702],0.0827162356648914,,,,,,,,,,,,,,,,,
[-9.99578967],1.0348049402236938,0.001447178002894356,[1.30449954],[-1.1106433],0.24159893974736482,,,,,,,,,,,,,,,,,
[-10.],0.8387703895568848,0.002242152466367713,[1.83005359],[-2.5],0.2784145494640906,,,,,,,,,,,,,,,,,
[0.01919459],2.6570316441357136,0.006928406466512702,[1.54799045],[0.00095973],0.11802320246082801,,,,,,,,,,,,,,,,,
[0.03410648],3.82937272451818,0.012987012987012988,[1.92476359],[0.00155029],0.17715560402876326,,,,,,,,,,,,,,,,,
[0.50519115],4.037279725074768,0.01483679525222552,[2.58579373],[0.02296323],0.08133207385234152,,,,,,,,,,,,,,,,,
[0.],4.008530288934708,0.01557632398753894,[2.96626896],[0.],0.1206181132310892,,,,,,,,,,,,,,,,,
-20.0,0.10986048728227615,0.0011173184357541898,[0.36941353],-10.0,0.026871834773898227,,,,,,,,,,,,,,,,,
[0.03527692],1.1820045337080956,0.0027739251040221915,[0.85013505],[0.00251978],0.08247361971582166,,,,,,,,,,,,,,,,,
[0.],0.6556672304868698,0.0022123893805309734,[1.51935198],[0.],0.26166015532568965,,,,,,,,,,,,,,,,,
[-9.98833338],1.2845974080264568,0.0056179775280898875,[1.11302838],[-0.90803031],0.18942866834456673,,,,,,,,,,,,,,,,,
[0.14466579],7.34463632106781,0.009248554913294798,[2.23780029],[0.00401849],0.2931535890823826,,,,,,,,,,,,,,,,,
[-9.94020608],0.8946441486477852,0.005076142131979695,[0.73514212],[-0.82835051],0.1175573750602645,,,,,,,,,,,,,,,,,
[0.12971508],7.984008759260178,0.0375,[3.09912124],[0.00432384],0.16315423650179625,,,,,,,,,,,,,,,,,
[0.02583809],1.5804902017116547,0.0032751091703056767,[1.77803764],[0.0028709],0.22052170143656033,,,,,,,,,,,,,,,,,
[0.],4.316601641476154,0.006157635467980296,[2.54230491],[0.],0.13745839943751353,,,,,,,,,,,,,,,,,
[0.01767701],0.8902877271175385,0.0017006802721088435,[0.92278539],[0.00196411],0.13488662140076446,,,,,,,,,,,,,,,,,
[0.],0.7381709590554237,0.0018975332068311196,[1.29078881],[0.],0.2527624320033012,,,,,,,,,,,,,,,,,
[-9.99486482],0.02213849453255534,0.0016611295681063123,[0.05697135],[-3.33162161],0.0016763302519030969,,,,,,,,,,,,,,,,,
[0.07046859],1.1202326267957687,0.004098360655737705,[1.19774831],[0.00704686],0.09736765177988083,,,,,,,,,,,,,,,,,
[0.],0.4552481472492218,0.0018450184501845018,[1.37812783],[0.],0.1935148419117473,,,,,,,,,,,,,,,,,
[-10.],3.8463531881570816,0.007827788649706457,[1.6855584],[-0.4],0.1804980039859258,,,,,,,,,,,,,,,,,
