custom/total_reward,custom/total_distance,custom/routes_completed,custom/avg_speed,custom/mean_reward,custom/avg_center_dev,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/std,train/clip_fraction,train/value_loss,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/loss,train/explained_variance,train/entropy_loss,train/approx_kl
[-9.91967017],1.4301085323095322,0.0029985007496251873,[1.12126624],[-0.82663918],0.1316691973162525,,,,,,,,,,,,,,,,,
[0.],0.778820127248764,0.003683241252302026,[1.69328547],[0.],0.2669490345996845,,,,,,,,,,,,,,,,,
[0.02061071],1.2506240755319595,0.0020242914979757085,[1.3703824],[0.00229008],0.17243590837259362,,,,,,,,,,,,,,,,,
[-9.97208975],3.6456468924880028,0.009259259259259259,[1.75955217],[-0.45327681],0.300755204307208,,,,,,,,,,,,,,,,,
[-9.95379471],3.2587219551205635,0.008771929824561403,[1.32764074],[-0.41474145],0.195973641036483,,,,,,,,,,,,,,,,,
[0.02065346],1.6864428669214249,0.004761904761904762,[1.73870141],[0.00206535],0.15863254026597334,,,,,,,,,,,,,,,,,
[0.],1.7336118072271347,0.0027958993476234857,[1.45173375],[0.],0.1356573119433113,,,,,,,,,,,,,,,,,
[-10.],1.2224241495132446,0.009615384615384616,[2.12409141],[-2.],0.27902526340756634,,,,,,,,,,,,,,,,,
[-9.98625236],1.5246084779500961,0.004597701149425287,[1.16926855],[-0.8321877],0.1908626939713116,,,,,,,,,,,,,,,,,
[0.01538817],2.089873291552067,0.004842615012106538,[1.63103693],[0.00109915],0.2263447930630337,,,,,,,,,,,,,,,,,
[0.],0.9868628233671188,0.0031545741324921135,[1.68879773],[0.],0.23969472558432559,,,,,,,,,,,,,,,,,
[-9.9422601],1.4299680911935866,0.001443001443001443,[1.10580446],[-0.71016144],0.10181156015192243,,,,,,,,,,,,,,,,,
[-10.],3.5399467945098877,0.005141388174807198,[2.44938871],[-0.76923077],0.15625750115447906,,,,,,,,,,,,,,,,,
[0.06666156],2.8008580058813095,0.005405405405405406,[2.34117624],[0.00555513],0.14509633565013128,,,,,,,,,,,,,,,,,
[0.07054676],3.3412242010235786,0.0034562211981566822,[1.97446167],[0.00440917],0.12679181354640726,,,,,,,,,,,,,,,,,
[0.01723659],1.283994659781456,0.0025806451612903226,[1.63665764],[0.00287277],0.2280225170734346,,,,,,,,,,,,,,,,,
[0.20614837],3.2002638280391693,0.00505902192242833,[1.83483795],[0.01212637],0.1295490770379291,,,,,,,,,,,,,,,,,
[0.15653334],9.085544012486935,0.017482517482517484,[2.98273226],[0.0053977],0.31116143588362066,,,,,,,,,,,,,,,,,
-20.0,0.21424627304077148,0.005319148936170213,[0.73667016],-10.0,0.00411285010858444,,,,,,,,,,,,,,,,,
[-10.],0.8107380393194035,0.013333333333333334,[0.4004531],[-0.5],0.09747612834019467,,,,,,,,,,,,,,,,,
[0.00790676],1.7636371701955795,0.003875968992248062,[1.45503703],[0.0006589],0.2085898391262454,,,,,,,,,,,,,,,,,
[0.07996381],1.9750958979129791,0.004807692307692308,[1.63089429],[0.00726944],0.137172708214917,,,,,,,,,,,,,,,,,
[0.03271011],2.2229533791542053,0.004846526655896607,[1.56294875],[0.00233644],0.1530870697526032,,,,,,,,,,,,,,,,,
[-9.9951183],1.1098752245306969,0.007874015748031496,[1.35473173],[-1.24938979],0.24333285009799266,,,,,,,,,,,,,,,,,
[-9.99095204],1.5988919287919998,0.004087193460490463,[1.25611802],[-0.76853477],0.1951264016427239,,,,,,,,,,,,,,,,,
[-9.9898449],1.9230139255523682,0.004016064257028112,[1.12368276],[-0.62436531],0.23455498909495615,,,,,,,,,,,,,,,,,
[0.1225557],2.097379617393017,0.004629629629629629,[1.67120617],[0.00942736],0.12081307132639175,,,,,,,,,,,,,,,,,
[0.],1.9174732267856598,0.004796163069544364,[2.49493198],[0.],0.32829946867973986,,,,,,,,,,,,,,,,,
[0.08232574],2.703534170985222,0.006482982171799027,[1.9247779],[0.00514536],0.1748890714988435,,,,,,,,,,,,,,,,,
[0.11343744],4.243435889482498,0.004901960784313725,[3.28106566],[0.00872596],0.15929857757359178,,,,,,,,,,,,,,,,,
[0.],13.139881372451782,0.01925722145804677,[3.40661184],[0.],0.3238589919383188,,,,,,,,,,,,,,,,,
[0.],2.68162801861763,0.00425531914893617,[2.2831403],[0.],0.11277002216727446,,,,,,,,,,,,,,,,,
-20.0,0.15784507989883423,0.001692047377326565,[0.52322547],-10.0,0.019307451665886117,,,,,,,,,,,,,,,,,
[0.18990541],3.9767615497112274,0.005763688760806916,[1.88869051],[0.00730405],0.08372094699436355,,,,,,,,,,,,,,,,,
[0.02247142],1.411446675658226,0.005319148936170213,[1.65337043],[0.00280893],0.20131506589753997,,,,,,,,,,,,,,,,,
[0.05657038],1.2874478343874216,0.003284072249589491,[0.92065409],[0.00377136],0.12315942962263039,,,,,,,,,,,,,,,,,
[0.00788655],1.9889453053474426,0.0029850746268656717,[1.86843086],[0.00087628],0.3192179537291646,,,,,,,,,,,,,,,,,
[-9.85888327],1.8013297393918037,0.0091324200913242,[1.19555821],[-0.6161802],0.12431626103490259,,,,,,,,,,,,,,,,,
[0.],7.146525964140892,0.04040404040404041,[3.4346924],[0.],0.15837222956675415,,,,,,,,,,,,,,,,,
[0.08201939],1.2898653708398342,0.005698005698005698,[0.89864598],[0.00585853],0.12478836958587318,,,,,,,,,,,,,,,,,
[0.03142925],1.043945699930191,0.0035149384885764497,[0.92003116],[0.00241763],0.124053850118401,,,,,,,,,,,,,,,,,
[0.25532398],1.9863276965916157,0.07894736842105263,[1.30515671],[0.0170216],0.06473893100972823,,,,,,,,,,,,,,,,,
[-10.],1.0894550681114197,0.002564102564102564,[1.82180628],[-2.],0.2817011854960617,,,,,,,,,,,,,,,,,
,,,,,,7,-3.32645944,32768,14.43,4211,32,,,,,,,,,,,
[-9.9501444],9.105738546699286,0.014308426073131956,[1.83911842],[-0.39800578],0.29494649417482877,,,,,,,1.146597146987915,0.31064453125,2.3534486434422432,0.2,9.3618236440576e-05,-0.04975629808031954,320,0.2875053882598877,-0.09132421016693115,-3.1108607441186904,0.03543907
[-9.68303172],4.211623385548592,0.00794912559618442,[2.37323546],[-0.60518948],0.08373775833633013,,,,,,,,,,,,,,,,,
[0.],4.078786298632622,0.006031363088057901,[2.32172466],[0.],0.4243768249943757,,,,,,,,,,,,,,,,,
[0.01538829],1.6609532088041306,0.004210526315789474,[2.20955921],[0.00219833],0.23854178479118607,,,,,,,,,,,,,,,,,
[0.00475345],1.4749195724725723,0.0018315018315018315,[1.96880465],[0.00059418],0.27339873904290696,,,,,,,,,,,,,,,,,
[0.],6.256751835346222,0.016786570743405275,[1.92221443],[0.],0.1500439053580739,,,,,,,,,,,,,,,,,
[0.0675836],1.881108433008194,0.007159904534606206,[1.98568639],[0.00750929],0.18823805977422958,,,,,,,,,,,,,,,,,
[0.0230587],2.9950625747442245,0.008097165991902834,[2.60528596],[0.00192156],0.15401273830849369,,,,,,,,,,,,,,,,,
-20.0,0.3695722222328186,0.0016233766233766235,[1.24102396],-10.0,0.017492735202224975,,,,,,,,,,,,,,,,,
[0.09943689],1.2827100828289986,0.003795066413662239,[1.15593216],[0.00828641],0.09794492687351856,,,,,,,,,,,,,,,,,
[0.05449811],2.122387856245041,0.007751937984496124,[1.78714168],[0.00454151],0.1367460198212361,,,,,,,,,,,,,,,,,
[0.11945146],3.4952004700899124,0.006269592476489028,[1.79610046],[0.00597257],0.10994289985029934,,,,,,,,,,,,,,,,,
[0.01706691],1.35665625333786,0.001892147587511826,[1.76458425],[0.00213336],0.19365442010492048,,,,,,,,,,,,,,,,,
[0.02720527],2.198790729045868,0.005042016806722689,[2.14358123],[0.00302281],0.20152525329446852,,,,,,,,,,,,,,,,,
[0.08895138],1.0163506735116243,0.0028694404591104736,[0.63891029],[0.00523243],0.09317523083778678,,,,,,,,,,,,,,,,,
-20.0,0.32828328013420105,0.005,[1.01814111],-10.0,0.08683145754901547,,,,,,,,,,,,,,,,,
[0.32073113],5.080485258251429,0.02358490566037736,[2.28980636],[0.01394483],0.1389317436364916,,,,,,,,,,,,,,,,,
[0.01455601],1.5088121145963669,0.003246753246753247,[1.55296021],[0.00161733],0.23820794650666746,,,,,,,,,,,,,,,,,
[0.07807145],3.191252689808607,0.0054446460980036296,[1.66402536],[0.00390357],0.0766923289972822,,,,,,,,,,,,,,,,,
[0.07293557],3.4715445190668106,0.005044136191677175,[2.27833271],[0.00486237],0.14395449222842452,,,,,,,,,,,,,,,,,
[0.2602866],5.303563669323921,0.013605442176870748,[2.49914741],[0.01131681],0.21807357360755517,,,,,,,,,,,,,,,,,
-20.0,0.3276669383049011,0.0017889087656529517,[1.00571031],-10.0,0.003055635454882455,,,,,,,,,,,,,,,,,
[-9.96294151],1.269527867436409,0.004597701149425287,[0.92347015],[-0.6641961],0.14729844561827618,,,,,,,,,,,,,,,,,
[0.37850427],3.1308604776859283,0.022598870056497175,[1.67036597],[0.01992128],0.11872759878833454,,,,,,,,,,,,,,,,,
[-9.98411111],3.7913418412208557,0.017094017094017096,[2.19496984],[-0.58730065],0.3400750192774646,,,,,,,,,,,,,,,,,
[-9.62109921],3.9474683552980423,0.0121580547112462,[1.92097618],[-0.48105496],0.1092270622352713,,,,,,,,,,,,,,,,,
[-9.83498989],2.6944498270750046,0.006024096385542169,[1.66621492],[-0.70249928],0.10413029170268082,,,,,,,,,,,,,,,,,
[-10.],9.52718398720026,0.011098779134295227,[2.47819496],[-0.27027027],0.19146719708989088,,,,,,,,,,,,,,,,,
[0.],1.8816001191735268,0.004415011037527594,[1.44598743],[0.],0.18940318955015262,,,,,,,,,,,,,,,,,
[0.1808067],7.6667995154857635,0.015209125475285171,[2.58819874],[0.00623471],0.31107096737423806,,,,,,,,,,,,,,,,,
[0.00262826],1.504875734448433,0.002607561929595828,[1.40224906],[0.00023893],0.2849040230569059,,,,,,,,,,,,,,,,,
[0.],4.910918541252613,0.10714285714285714,[2.03818891],[0.],0.15189694452045482,,,,,,,,,,,,,,,,,
[0.46905665],10.90081675350666,0.04198473282442748,[2.89035202],[0.01267721],0.14312995933411637,,,,,,,,,,,,,,,,,
-20.0,0.25387266278266907,0.0031446540880503146,[0.87899869],-10.0,0.02863555120728918,,,,,,,,,,,,,,,,,
[0.02882989],0.9472968124318868,0.0011160714285714285,[0.67201163],[0.00192199],0.087650105449184,,,,,,,,,,,,,,,,,
[-9.99518325],1.0224644243717194,0.0022197558268590455,[1.26687524],[-1.42788332],0.2517862562181209,,,,,,,,,,,,,,,,,
[0.068277],1.8293222240172327,0.002570694087403599,[1.26755449],[0.0045518],0.10368490888090207,,,,,,,,,,,,,,,,,
[0.],3.4532001316547394,0.012307692307692308,[2.24890905],[0.],0.2100490944432143,,,,,,,,,,,,,,,,,
[0.],12.239880125969648,0.029411764705882353,[3.28633381],[0.],0.1353949143443855,,,,,,,,,,,,,,,,,
[0.57603606],3.6087270751595497,0.04,[1.8837598],[0.0288018],0.11962664603229127,,,,,,,,,,,,,,,,,
[-9.90483226],4.741917505860329,0.016666666666666666,[2.66444202],[-0.55026846],0.12582273485165602,,,,,,,,,,,,,,,,,
[-8.90019509],11.217270657420158,0.02643171806167401,[3.97314305],[-0.26970288],0.11360055821444705,,,,,,,,,,,,,,,,,
[0.],2.845669027417898,0.003708281829419036,[1.74514972],[0.],0.1329973190031093,,,,,,,,,,,,,,,,,
[-10.],1.5790256708860397,0.008849557522123894,[1.32086211],[-0.90909091],0.1636661045780741,,,,,,,,,,,,,,,,,
[-9.58300031],8.308622300624847,0.024539877300613498,[2.67713761],[-0.29946876],0.1614217484469472,,,,,,,,,,,,,,,,,
[0.],1.2062454745173454,0.00315955766192733,[0.88569267],[0.],0.1736915992830822,,,,,,,,,,,,,,,,,
[0.],3.6467155516147614,0.00997506234413965,[1.80431232],[0.],0.15360619823044006,,,,,,,,,,,,,,,,,
[0.00928187],2.655966639518738,0.004777070063694267,[1.70388124],[0.00058012],0.2723889021941047,,,,,,,,,,,,,,,,,
[0.00877515],1.085038933902979,0.015384615384615385,[0.8837966],[0.0006268],0.1486154903308597,,,,,,,,,,,,,,,,,
[0.28548887],4.026683695614338,0.005055611729019211,[1.61423619],[0.01141955],0.1029190696338059,,,,,,,,,,,,,,,,,
-20.0,0.18041318655014038,0.0017064846416382253,[0.53147573],-10.0,0.05100204683837892,,,,,,,,,,,,,,,,,
[-9.86170401],2.2704245932400227,0.00482315112540193,[1.1135044],[-0.51903705],0.10942008686658962,,,,,,,,,,,,,,,,,
[-9.79749321],1.6000261344015598,0.0033277870216306157,[1.18844355],[-0.65316621],0.10690320529809087,,,,,,,,,,,,,,,,,
[0.05845582],4.270533576607704,0.00727802037845706,[1.82622497],[0.00254156],0.09317999326223994,,,,,,,,,,,,,,,,,
[-9.98245407],4.422954902052879,0.005607476635514018,[2.32729975],[-0.55458078],0.2024650063482608,,,,,,,,,,,,,,,,,
[0.11308081],1.5847835838794708,0.005063291139240506,[1.08998286],[0.00706755],0.10755580571079301,,,,,,,,,,,,,,,,,
[0.02046316],2.27593526057899,0.004347826086956522,[1.28599136],[0.00113684],0.1557325272456923,,,,,,,,,,,,,,,,,
[0.22490901],5.760656826198101,0.008241758241758242,[2.17624255],[0.00865035],0.14180187392665383,,,,,,,,,,,,,,,,,
[0.14928372],3.9380704741925,0.004395604395604396,[1.88357947],[0.00746419],0.0767217744946486,,,,,,,,,,,,,,,,,
-20.0,0.18379493057727814,0.0029411764705882353,[0.5926786],-10.0,0.04448463687209528,,,,,,,,,,,,,,,,,
[0.],1.1824817566666752,0.00404040404040404,[0.88365123],[0.],0.09575297656682982,,,,,,,,,,,,,,,,,
[0.00875441],2.0029895715415478,0.017341040462427744,[0.89817314],[0.00041688],0.17070946783324928,,,,,,,,,,,,,,,,,
[-9.41942676],10.630346992984414,0.013647642679900745,[1.91398241],[-0.14717854],0.17546212934751276,,,,,,,,,,,,,,,,,
,,,,,,7,-3.3158939999999997,33792,14.96,4361,33,,,,,,,,,,,
[-9.96635273],4.336944095790386,0.007122507122507123,[1.0111587],[-0.90603207],0.1411449078383151,,,,,,,1.1497315168380737,0.31806640625,1.2946532312082126,0.2,9.342223202713599e-05,-0.04926367559819482,330,-0.1835392415523529,0.04024791717529297,-3.1140208780765533,0.05618778
[-9.9367552],1.073833167552948,0.002061855670103093,[0.86616158],[-0.90334138],0.13742056386604484,,,,,,,,,,,,,,,,,
[0.],0.676546260714531,0.0008880994671403197,[1.50678792],[0.],0.26001739501953125,,,,,,,,,,,,,,,,,
[0.15735902],1.8573862460907549,0.001389854065323141,[1.23204696],[0.00874217],0.10017731443415341,,,,,,,,,,,,,,,,,
[0.81065757],10.733263969421387,0.025522041763341066,[3.55828554],[0.02384287],0.24033580023632445,,,,,,,,,,,,,,,,,
[0.],3.358240157365799,0.009070294784580499,[2.48755381],[0.],0.22090569718738487,,,,,,,,,,,,,,,,,
[-9.83240625],4.345784701406956,0.004722550177095631,[1.9299474],[-0.46820982],0.11754608609774776,,,,,,,,,,,,,,,,,
[0.28721579],1.8473899587988853,0.00546448087431694,[1.44405756],[0.02051541],0.0703626606401275,,,,,,,,,,,,,,,,,
[0.],1.060458093881607,0.0018484288354898336,[1.66499912],[0.],0.25373457893814183,,,,,,,,,,,,,,,,,
[0.10353837],2.281940259039402,0.010135135135135136,[1.49572237],[0.00609049],0.122075713284455,,,,,,,,,,,,,,,,,
[-9.95856599],5.5260462537407875,0.020202020202020204,[2.54392561],[-0.45266209],0.27486576884573216,,,,,,,,,,,,,,,,,
[-10.],1.929481640458107,0.006060606060606061,[2.1950867],[-1.25],0.2649306487498612,,,,,,,,,,,,,,,,,
[0.05090373],2.2967207729816437,0.005893909626719057,[1.76559989],[0.00424198],0.13023264209478494,,,,,,,,,,,,,,,,,
[0.],2.2809410989284515,0.005042016806722689,[1.81339274],[0.],0.11732758218889974,,,,,,,,,,,,,,,,,
[0.],0.6586609780788422,0.0012062726176115801,[1.64538826],[0.],0.26473063616272574,,,,,,,,,,,,,,,,,
[0.03113219],0.807028847746551,0.002844950213371266,[0.66683161],[0.00207548],0.08296342953196939,,,,,,,,,,,,,,,,,
[0.],2.781456246972084,0.004746835443037975,[1.85631745],[0.],0.18683441030220652,,,,,,,,,,,,,,,,,
[0.],1.3566630333662033,0.003367003367003367,[2.41731823],[0.],0.29074197688702536,,,,,,,,,,,,,,,,,
[0.03511591],3.6440425366163254,0.005847953216374269,[1.87226375],[0.00206564],0.15805729786217518,,,,,,,,,,,,,,,,,
-20.0,0.1653815060853958,0.002347417840375587,[0.59484225],-10.0,0.0038269195421334118,,,,,,,,,,,,,,,,,
[0.03737455],1.1928875241428614,0.0015432098765432098,[0.86956304],[0.00287497],0.14256822680787304,,,,,,,,,,,,,,,,,
[0.],3.4407698959112167,0.00644122383252818,[2.35070019],[0.],0.2163797687450124,,,,,,,,,,,,,,,,,
[0.45227564],6.649599671363831,0.008206330597889801,[3.7321406],[0.02380398],0.14180938687006445,,,,,,,,,,,,,,,,,
[-9.41123327],4.350943014025688,0.03496503496503497,[2.64028255],[-0.52284629],0.153450829316779,,,,,,,,,,,,,,,,,
[-9.93694336],1.9973042756319046,0.004149377593360996,[1.95066136],[-1.10410482],0.1501334044602899,,,,,,,,,,,,,,,,,
[0.],3.003571465611458,0.004291845493562232,[2.49361224],[0.],0.4242970618589049,,,,,,,,,,,,,,,,,
[0.],2.2013096809387207,0.007075471698113208,[2.4300034],[0.],0.1641685107969038,,,,,,,,,,,,,,,,,
[0.],2.564789578318596,0.016304347826086956,[2.07293129],[0.],0.19774836615502964,,,,,,,,,,,,,,,,,
[0.],2.1381796300411224,0.015625,[1.95792362],[0.],0.2700434543758821,,,,,,,,,,,,,,,,,
[0.01065694],1.2580753043293953,0.003780718336483932,[1.19817287],[0.00106569],0.17720915884836547,,,,,,,,,,,,,,,,,
[0.01154436],2.137731149792671,0.011494252873563218,[2.09916054],[0.00128271],0.28912850570908477,,,,,,,,,,,,,,,,,
[-9.6714349],2.629740931093693,0.007462686567164179,[1.79058343],[-0.60446468],0.10347115516676948,,,,,,,,,,,,,,,,,
[0.12158635],4.2596898674964905,0.007194244604316547,[2.42157851],[0.0067548],0.13724235802865997,,,,,,,,,,,,,,,,,
[0.04756661],1.8572794795036316,0.006535947712418301,[1.09481743],[0.00264259],0.13957133752875617,,,,,,,,,,,,,,,,,
[0.],1.5195882618427277,0.0033003300330033004,[2.23926318],[0.],0.21483559615029504,,,,,,,,,,,,,,,,,
[0.04129079],1.0985542815178633,0.002699055330634278,[0.73916851],[0.00258067],0.08742696250480846,,,,,,,,,,,,,,,,,
[0.00977226],3.0221991762518883,0.00558659217877095,[1.96505845],[0.00061077],0.2565939654938652,,,,,,,,,,,,,,,,,
-20.0,0.1913418024778366,0.0032258064516129032,[0.62730292],-10.0,0.010338932487046695,,,,,,,,,,,,,,,,,
[0.77168924],11.098111376166344,0.013349514563106795,[2.57730513],[0.01607686],0.10804119164337152,,,,,,,,,,,,,,,,,
[-9.98812686],1.9425381869077682,0.0044444444444444444,[1.30845314],[-0.66587512],0.14273534859099019,,,,,,,,,,,,,,,,,
[-9.76965044],5.584870740771294,0.030927835051546393,[2.33237024],[-0.37575579],0.1355713875523069,,,,,,,,,,,,,,,,,
[-10.],4.660416781902313,0.006702412868632708,[2.78079164],[-0.55555556],0.20967111364536636,,,,,,,,,,,,,,,,,
[0.06462727],1.8316639140248299,0.007017543859649123,[1.06845435],[0.0038016],0.10199922614543355,,,,,,,,,,,,,,,,,
[0.09057622],4.811804834753275,0.006775067750677507,[1.7102026],[0.00335467],0.18547610480173593,,,,,,,,,,,,,,,,,
[-10.],1.0415787398815155,0.003278688524590164,[1.71960419],[-2.],0.2741547908035369,,,,,,,,,,,,,,,,,
[-10.],2.5020453222095966,0.0047694753577106515,[1.44158055],[-0.55555556],0.10608673171578542,,,,,,,,,,,,,,,,,
[-9.948317],2.4457519222050905,0.004329004329004329,[1.0419996],[-0.41451321],0.06605582130405623,,,,,,,,,,,,,,,,,
[-9.73870276],2.937144696712494,0.01532567049808429,[2.6390831],[-0.88533661],0.13955430895699017,,,,,,,,,,,,,,,,,
[-9.91553137],4.055534690618515,0.00859106529209622,[2.36588304],[-0.55086285],0.20550793478142132,,,,,,,,,,,,,,,,,
[0.],2.5523297116160393,0.0035971223021582736,[1.43371683],[0.],0.0932865191774842,,,,,,,,,,,,,,,,,
[0.03521799],0.9797678817994893,0.0025575447570332483,[0.68715777],[0.00270908],0.08986523649649729,,,,,,,,,,,,,,,,,
[-9.99241579],1.7786253243684769,0.004158004158004158,[1.25440124],[-0.71374398],0.21549273062249016,,,,,,,,,,,,,,,,,
[-9.79457884],3.1957269981503487,0.005979073243647235,[2.18950243],[-0.61216118],0.10129325683886782,,,,,,,,,,,,,,,,,
[0.],4.007144272327423,0.017857142857142856,[2.36832794],[0.],0.23015892562060702,,,,,,,,,,,,,,,,,
[0.],0.6657562553882599,0.0032948929159802307,[1.6610009],[0.],0.24166202482594132,,,,,,,,,,,,,,,,,
[-9.78391059],6.033461019396782,0.010291595197255575,[1.72879411],[-0.26443002],0.12912941731506294,,,,,,,,,,,,,,,,,
[-9.77996574],2.703383758664131,0.004622496147919877,[1.80226729],[-0.69856898],0.12763727866580712,,,,,,,,,,,,,,,,,
[0.12245711],3.717022530734539,0.007331378299120235,[1.85917548],[0.00644511],0.1040362241800542,,,,,,,,,,,,,,,,,
[0.54680858],3.9517149478197098,0.02976190476190476,[2.22200233],[0.03037825],0.1108757499632817,,,,,,,,,,,,,,,,,
[-9.55985544],3.9440613836050034,0.0055248618784530384,[2.89234671],[-0.7353735],0.12051991774160808,,,,,,,,,,,,,,,,,
[0.],0.8906108140945435,0.012903225806451613,[2.27681354],[0.],0.2825503431477304,,,,,,,,,,,,,,,,,
[-10.],2.9503437280654907,0.005856515373352855,[1.74238248],[-0.625],0.23853541949635307,,,,,,,,,,,,,,,,,
[0.1965429],6.157847605645657,0.011111111111111112,[1.53871181],[0.00531197],0.22723030420410373,,,,,,,,,,,,,,,,,
[0.01435548],1.2315149828791618,0.002183406113537118,[1.27513459],[0.00159505],0.13681923056352047,,,,,,,,,,,,,,,,,
[0.],1.2077934741973877,0.0024154589371980675,[1.72583889],[0.],0.2736014887112386,,,,,,,,,,,,,,,,,
[-9.82768514],2.0868708342313766,0.0044742729306487695,[1.95452838],[-0.98276851],0.158897017683789,,,,,,,,,,,,,,,,,
[-10.],1.8697137385606766,0.0029542097488921715,[1.36443203],[-0.76923077],0.14437505435376885,,,,,,,,,,,,,,,,,
[0.1207996],3.9686673432588577,0.041237113402061855,[1.88529548],[0.00503332],0.1425676035337165,,,,,,,,,,,,,,,,,
[0.],2.0103246457874775,0.01,[1.14176359],[0.],0.11064754271721516,,,,,,,,,,,,,,,,,
[0.20592023],1.7774415910243988,0.00546448087431694,[1.60285749],[0.02059202],0.1271348492528957,,,,,,,,,,,,,,,,,
[0.32642919],8.332949798554182,0.011188811188811189,[1.64874048],[0.00562809],0.14879211638224446,,,,,,,,,,,,,,,,,
-20.0,0.011949220672249794,0.00641025641025641,[0.03759777],-10.0,0.0005743367927028931,,,,,,,,,,,,,,,,,
,,,,,,7,-3.68824751,34816,15.48,4517,34,,,,,,,,,,,
[-9.94815435],2.3519842997193336,0.008658008658008658,[0.60918187],[-1.42116491],0.1986555221196806,,,,,,,1.1535224914550781,0.3197265625,2.3346355008892714,0.2,9.322643523174401e-05,-0.041727867734152824,340,-0.21220602095127106,-0.42881131172180176,-3.1197263821959496,0.045981146
[0.00627566],1.3026949018239975,0.004796163069544364,[1.62460241],[0.00089652],0.2421018295926737,,,,,,,,,,,,,,,,,
[0.],4.117299411445856,0.0051813471502590676,[1.57550546],[0.],0.304323489299126,,,,,,,,,,,,,,,,,
[0.09473235],4.155812904238701,0.004395604395604396,[1.42772307],[0.0033833],0.1319910096337026,,,,,,,,,,,,,,,,,
[0.07448999],6.4561241418123245,0.016317016317016316,[2.98279022],[0.00338591],0.16462238310493402,,,,,,,,,,,,,,,,,
[-9.93836894],3.0377793461084366,0.015151515151515152,[2.50220953],[-0.82819741],0.16196406172009684,,,,,,,,,,,,,,,,,
